experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E11_noisemedium_seed789,789,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,noise,{'std': 0.015},0.74,0.8507135016465422,0.9807212324640675,0.8045611805408459,0.8839500426654255,0.963431214324962,0.9844365864063451,0.19543881945915414,0.03810171797924817,0.11677026871920115,2225153,8.6188,238.69
