experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E01_baseline_seed789,789,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,none,{},0.5,0.982333981251384,0.9804154302670623,0.9928630456013823,0.9865999776044194,0.9979251397220791,0.9987765110955318,0.007136954398617685,0.03765779901576207,0.02239737670718988,20818.02,2225153,8.6188
