experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E07_robust_seed101,101,celeba_spoof_full,subject_disjoint,mobilenet_v2,robust,none,{},0.5,0.7896916475401656,0.9748902043154478,0.7209630727953117,0.8289158582619637,0.9463680084557751,0.9763283360849357,0.27903692720468826,0.0447354992345637,0.16188621321962599,101807.68,2225153,8.6188
