experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E12_brightnessnormal_seed123,123,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,brightness,{'factor': 1.0},0.47500000000000003,0.8323520606725876,0.9734420194583224,0.7841558991739038,0.8686062881276396,0.9502693033652355,0.9784912896325331,0.21584410082609617,0.05153937744514373,0.13369173913561996,2225153,8.6188,65.37
