experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E01_baseline_seed123,123,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,none,{},0.5,0.827661909989023,0.9911033660460423,0.7629739461978394,0.8622037820154791,0.9763956576479972,0.9899206592159207,0.23702605380216055,0.016499404660656573,0.12676272923140855,86840.73,2225153,8.6188
