experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E07_robust_seed456,456,celeba_spoof_full,subject_disjoint,mobilenet_v2,robust,none,{},0.5,0.8316036323720187,0.9777679362267493,0.7794252630092494,0.8674026637331552,0.9525525214132347,0.9798050392015447,0.22057473699075056,0.042694335771389695,0.13163453638107012,48978.49,2225153,8.6188
