experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E04_blurmedium_seed202,202,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,blur,"{'kernel_size': 7, 'sigma': 1.8}",0.25,0.7710807304660213,0.8267695037881373,0.8552566546635599,0.8407718470188102,0.8271305112035021,0.9184038584111278,0.14474334533644,0.43170607246130294,0.2882247088988715,2225153,8.6188,73.0
