experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E12_brightnessbright_seed789,789,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,brightness,{'factor': 1.4},0.74,0.7303662309150784,0.9754641189881663,0.6343994916331286,0.7688029434414306,0.925956710102701,0.9678408547665875,0.3656005083668714,0.03844191188977717,0.2020212101283243,2225153,8.6188,91.65
