experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E11_noisehigh_seed123,123,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,noise,{'std': 0.03},0.47500000000000003,0.8128929248577986,0.9737919737919738,0.7555602626562169,0.8509064885496184,0.9416168412775626,0.9751825828664153,0.2444397373437831,0.04898792311617622,0.14671383022997966,2225153,8.6188,191.98
