experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E07_robust_seed789,789,celeba_spoof_full,subject_disjoint,mobilenet_v2,robust,none,{},0.5,0.8735156172038718,0.9735298908617038,0.8439596130763256,0.9041261676941115,0.9639887103085036,0.9846490966154648,0.15604038692367436,0.055281510460962746,0.10566094869231855,49936.22,2225153,8.6188
