experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E10_blurstrong_seed789,789,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,blur,"{'kernel_size': 11, 'sigma': 3.0}",0.74,0.8028639856301766,0.9544321822712709,0.7571842123843818,0.8444426945942753,0.9137104078859652,0.9639614065656452,0.24281578761561817,0.08708964109542439,0.16495271435552128,2225153,8.6188,101.61
