experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E01_baseline_seed456,456,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,none,{},0.5,0.8285101287296677,0.9865723099256033,0.767775188872414,0.8635298788961684,0.967111742290154,0.9858565279300512,0.23222481112758597,0.025174349379146112,0.12869958025336603,29809.94,2225153,8.6188
