experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,parameter_count,model_size_mb,runtime_seconds
E03_resize25_seed456,456,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,resize,{'scale': 0.25},0.62,0.859385380016239,0.8451936730178649,0.961422883329577,0.8995694578683772,0.9379933796569494,0.9641618021184212,0.03857711667042296,0.3343556094429784,0.18646636305670067,2225153,8.6188,191.75
