experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E01_baseline_seed101,101,celeba_spoof_full,subject_disjoint,mobilenet_v2,clean,none,{},0.5,0.8017163955693044,0.9848672313695631,0.7306361646543811,0.8389136603161735,0.9605559476604837,0.983031660903331,0.26936383534561886,0.027045415887055623,0.14820462561633724,79689.46,2225153,8.6188
