experiment_id,seed,dataset,split_strategy,model,training_mode,degradation_name,degradation_parameters,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,apcer,bpcer,acer,runtime_seconds,parameter_count,model_size_mb
E07_robust_seed123,123,celeba_spoof,subject_disjoint,mobilenet_v2,robust,none,{},0.5,0.9036111111111111,0.9296523517382413,0.9285130718954249,0.9290823625587574,0.9561592938680101,0.9757685351872154,0.07148692810457516,0.14930555555555555,0.11039624183006536,6112.93,2225153,8.6188
